L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,No
Place plate information at,,,,Beginning of plate
Include protocol information,,,,No
Protocol info level,,,,No
Include error and warning information,,,,No
Include background information,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,V:\beijersbergen groep\B Morris\Yoran\<Date>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,CTB_Ben_Optimised(1)

Labels:
CTB_Ben_Optimised,,,,4000096
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,TAMRA 544
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Rhodamine 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.1 mm
Number of flashes,,,,6
Number of flashes integrated,,,,1
PMT gain,,,,177
Excitation light,,,,64%
Reference excitation light,,,,100%
Emission light,,,,20%
Reference AD gain,,,,8
Reference signal,,,,3803
Last edited,,,,4/7/2017 11:48:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
TAMRA 544,,,,117
Filter type,,,,Excitation
Description,,,,X544 CWL=544nm BW=15nm Tmin=60%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,11/28/2012 12:40:27 PM
Last edited by,,,,EnVision
Factory preset,,,,Yes

Rhodamine 590,,,,217
Filter type,,,,Emission
Description,,,,M590 CWL=590nm BW=20nm Tmin=60%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceLuminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity LANCE - Time-resolved Fluorescence
Last edited,,,,11/23/2012 5:12:35 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity LANCE - Time-resolved Fluorescence
Last edited,,,,11/23/2012 5:12:35 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1041071
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 1  plate repeat 1 and well P01. There may be missing results



Exported with EnVision Workstation version 1.13.3009.1401
